Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,1,Active_Noise,KnuckleCurve,Low Inside,-0.107,0.912,-19.619,-0.111,0.908,-19.619,0.006,-0.096,0.901,-19.605,-0.100,0.899,-19.595,0.010,Strike,Take
Sub_Test01,2,Active_Noise,SpikeCurve,Low Center,0.057,0.887,-19.568,0.052,0.887,-19.568,0.005,0.059,0.898,-19.553,0.058,0.892,-19.549,0.007,Strike_PassedBall,Take
Sub_Test01,3,Active_Noise,SpikeCurve,Low Center,0.041,0.880,-19.578,0.035,0.877,-19.578,0.006,0.046,0.905,-19.583,0.002,0.841,-19.527,0.096,Strike,Take
Sub_Test01,4,Active_Noise,Drop,Low Center,0.013,0.868,-19.584,0.004,0.879,-19.584,0.014,-0.024,0.857,-19.563,-0.032,0.863,-19.559,0.011,Strike,Take
Sub_Test01,5,Active_Noise,Sweeper,High Center,0.073,1.112,-19.606,0.068,1.112,-19.606,0.004,0.103,1.108,-19.592,0.094,1.101,-19.579,0.017,Strike_PassedBall,Take
Sub_Test01,6,Active_Noise,SinkingFast,Low Center,-0.012,0.900,-19.636,-0.015,0.900,-19.636,0.003,-0.022,0.881,-19.558,-0.018,0.881,-19.555,0.005,Strike_PassedBall,Take
Sub_Test01,7,Active_Noise,Fork,Low Inside,-0.105,0.840,-19.615,-0.105,0.837,-19.615,0.004,-0.114,0.850,-19.579,-0.119,0.858,-19.577,0.010,Strike,Take
Sub_Test01,8,Active_Noise,Screw,Low Center,0.062,0.871,-19.683,0.065,0.869,-19.683,0.004,0.010,0.850,-19.600,0.009,0.845,-19.589,0.012,Strike_PassedBall,Take
Sub_Test01,9,Active_Noise,Splinker,Low Center,-0.069,0.820,-19.665,-0.069,0.817,-19.665,0.003,-0.020,0.863,-19.600,-0.017,0.860,-19.601,0.004,Strike_PassedBall,Take
Sub_Test01,10,Active_Noise,Screw,Low Center,-0.045,0.863,-19.638,-0.043,0.860,-19.638,0.004,-0.015,0.870,-19.575,-0.014,0.859,-19.569,0.013,Strike_PassedBall,Take
Sub_Test01,11,Active_Noise,Screw,Low Center,-0.001,0.900,-19.583,0.002,0.899,-19.583,0.004,-0.014,0.884,-19.556,-0.026,0.880,-19.539,0.022,Strike_PassedBall,Take
Sub_Test01,12,Active_Noise,Splinker,Low Inside Center Ball,-0.076,0.710,-19.722,-0.077,0.707,-19.722,0.003,-0.021,0.868,-19.562,-0.020,0.868,-19.561,0.002,Strike_Missed,Take
Sub_Test01,13,Active_Noise,Eephus,Mid Inside,-0.141,1.037,-19.606,-0.141,1.026,-19.606,0.011,-0.145,1.011,-19.580,-0.135,0.937,-19.544,0.083,Strike_PassedBall,Take
Sub_Test01,14,Active_Noise,Eephus,Mid Inside,-0.092,0.973,-19.601,-0.092,0.961,-19.601,0.013,-0.135,0.955,-19.548,-0.139,0.921,-19.478,0.079,Strike,Take
Sub_Test01,15,Active_Noise,Curve,Low Outside,0.103,0.855,-19.591,0.094,0.865,-19.591,0.014,0.113,0.851,-19.570,0.114,0.853,-19.571,0.002,Strike_PassedBall,Take
Sub_Test01,16,Active_Noise,Straight,High Inside,-0.120,1.143,-19.622,-0.120,1.142,-19.622,0.001,-0.155,1.134,-19.606,-0.152,1.107,-19.581,0.037,Strike,Take
Sub_Test01,17,Active_Noise,OneSeam,Low Inside,-0.102,0.867,-19.593,-0.103,0.868,-19.593,0.001,-0.105,0.868,-19.571,-0.105,0.834,-19.546,0.042,Strike,Take
Sub_Test01,18,Active_Noise,VSlider,Low Center,-0.004,0.764,-19.599,-0.011,0.765,-19.599,0.006,-0.016,0.827,-19.585,-0.021,0.826,-19.571,0.015,Strike,Take
Sub_Test01,19,Active_Noise,DCurve,Low Inside,-0.090,0.856,-19.594,-0.102,0.871,-19.594,0.019,-0.100,0.851,-19.583,-0.102,0.871,-19.584,0.020,Strike_PassedBall,Take
Sub_Test01,20,Active_Noise,Slatter,Low Inside,-0.095,0.803,-19.711,-0.097,0.800,-19.711,0.004,-0.089,0.880,-19.610,-0.092,0.837,-19.563,0.064,Strike,Take
Sub_Test01,21,Active_Noise,Knuckle,Low Center,-0.025,0.867,-19.650,-0.103,0.777,-19.650,0.120,-0.013,0.868,-19.609,-0.053,0.832,-19.587,0.058,Strike_PassedBall,Take
Sub_Test01,22,Active_Noise,Palm,Low Center,-0.027,0.828,-19.665,-0.027,0.827,-19.665,0.001,-0.010,0.867,-19.613,-0.026,0.845,-19.585,0.039,Strike_PassedBall,Take
Sub_Test01,23,Active_Noise,Slider,Low Center,0.048,0.860,-19.681,0.045,0.855,-19.681,0.006,0.017,0.853,-19.591,0.010,0.846,-19.580,0.015,Strike,Take
Sub_Test01,24,Active_Noise,Curve,Low Outside,0.096,0.859,-19.607,0.087,0.869,-19.607,0.014,0.109,0.847,-19.594,0.107,0.843,-19.573,0.022,Strike,Take
Sub_Test01,25,Active_Noise,Slider,Low Outside,0.151,0.837,-19.602,0.149,0.832,-19.602,0.006,0.138,0.832,-19.586,0.130,0.809,-19.556,0.039,Strike,Take
Sub_Test01,26,Active_Noise,Cutter,Mid Outside,0.098,1.017,-19.616,-0.348,0.592,-19.616,0.616,0.123,0.995,-19.588,0.120,0.990,-19.559,0.030,Strike,Take
Sub_Test01,27,Active_Noise,Fork,Low Outside,0.102,0.831,-19.598,0.102,0.827,-19.598,0.004,0.096,0.830,-19.577,0.092,0.836,-19.577,0.008,Strike_PassedBall,Take
Sub_Test01,28,Active_Noise,Fork,Low Outside,0.084,0.842,-19.581,0.083,0.839,-19.581,0.003,0.096,0.832,-19.550,0.083,0.833,-19.505,0.046,Strike,Take
Sub_Test01,29,Active_Noise,Fork,Low Center,-0.014,0.827,-19.527,-0.014,0.824,-19.527,0.002,-0.010,0.844,-19.534,-0.019,0.830,-19.514,0.026,Strike_PassedBall,Take
Sub_Test01,30,Active_Noise,Drop,Low Outside,0.121,0.853,-19.582,0.112,0.864,-19.582,0.014,0.126,0.844,-19.573,0.100,0.864,-19.557,0.037,Strike_PassedBall,Take
Sub_Test01,31,Active_Noise,Drop,Low Outside,0.128,0.825,-19.555,0.119,0.836,-19.555,0.014,0.132,0.831,-19.557,0.114,0.848,-19.534,0.034,Strike_PassedBall,Take
Sub_Test01,32,Active_Noise,Drop,Low Outside,0.109,0.844,-19.589,0.100,0.855,-19.589,0.014,0.125,0.838,-19.564,0.108,0.823,-19.535,0.036,Strike,Take
Sub_Test01,33,Active_Noise,Fork,Low Inside,-0.123,0.817,-19.552,-0.123,0.814,-19.552,0.003,-0.134,0.813,-19.557,-0.154,0.786,-19.540,0.038,Strike,Take
Sub_Test01,34,Active_Noise,Straight,High Center Ball,0.000,1.431,-19.827,-0.001,1.430,-19.827,0.001,0.003,1.420,-19.738,0.012,1.359,-19.685,0.081,Ball_Missed,Take
Sub_Test01,35,Active_Noise,Straight,High Center Ball,0.003,1.453,-19.732,0.003,1.453,-19.732,0.001,-0.002,1.430,-19.678,-0.003,1.421,-19.667,0.014,Ball,Take
Sub_Test01,36,Active_Noise,Curve,Mid-Low Outside Ball,0.222,0.766,-19.636,0.212,0.776,-19.636,0.014,0.235,0.738,-19.600,0.243,0.742,-19.599,0.009,Strike_PassedBall,Take
Sub_Test01,37,Active_Noise,Straight,Mid Inside Ball,-0.304,0.994,-19.704,-0.304,0.996,-19.704,0.002,-0.303,1.000,-19.697,-0.326,0.939,-19.621,0.100,Ball,Take
Sub_Test01,38,Active_Noise,Sinker,Low Inside,-0.118,0.840,-19.762,-0.115,0.838,-19.762,0.004,-0.121,0.815,-19.620,-0.115,0.824,-19.626,0.012,Strike,Take
Sub_Test01,39,Active_Noise,Sinker,Low Inside Center Ball,-0.125,0.649,-19.848,-0.122,0.647,-19.848,0.004,-0.199,0.715,-19.613,-0.183,0.716,-19.615,0.016,Strike_Missed,Take
Sub_Test01,40,Active_Noise,Eephus,Low Center,-0.035,0.741,-19.671,-0.035,0.728,-19.671,0.013,-0.025,0.824,-19.643,-0.065,0.806,-19.541,0.111,Strike,Take
Sub_Test01,41,Active_Noise,OneSeamGyro,Mid Center,-0.013,1.007,-19.621,0.053,0.315,-19.621,0.696,-0.010,0.956,-19.632,-0.022,0.964,-19.621,0.018,Strike,Take
