Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,1,Active_Noise,Straight,High Inside,-0.087,1.142,-19.634,0.151,1.174,-19.634,0.240,-0.082,1.137,-19.626,-0.021,1.146,-19.636,0.062,Strike_Missed,Take
Sub_Test01,2,Active_Noise,Straight,High Inside,-0.091,1.144,-19.637,-0.029,1.305,-19.637,0.172,-0.075,1.114,-19.615,-0.040,1.089,-19.686,0.083,Ball_Missed,Take
Sub_Test01,3,Active_Noise,Straight,Low Inside Center Ball,-0.085,0.714,-19.722,-0.231,0.719,-19.722,0.146,-0.072,1.126,-19.636,-0.202,0.786,-19.555,0.373,Strike_Missed,Take
Sub_Test01,4,Active_Noise,Straight,Mid Center,-0.066,1.083,-19.674,0.133,1.042,-19.674,0.203,-0.076,1.132,-19.610,0.051,1.054,-19.555,0.159,Strike_PassedBall,Take
Sub_Test01,5,Active_Noise,Straight,Mid Center,-0.052,1.056,-19.632,-0.257,1.029,-19.632,0.207,-0.061,1.116,-19.616,-0.203,1.024,-19.575,0.175,Ball,Take
Sub_Test01,6,Active_Noise,Straight,Mid Inside,-0.082,1.100,-19.616,0.113,1.115,-19.616,0.196,-0.077,1.113,-19.608,0.012,1.056,-19.578,0.110,Strike,Take
Sub_Test01,7,Active_Noise,Straight,High Inside,-0.100,1.208,-19.623,-0.199,1.282,-19.623,0.124,-0.092,1.175,-19.609,-0.166,1.192,-19.557,0.092,Strike,Take
Sub_Test01,8,Active_Noise,Straight,High Inside,-0.090,1.136,-19.634,-0.177,1.078,-19.634,0.104,-0.096,1.171,-19.608,-0.140,1.080,-19.546,0.118,Strike,Take
Sub_Test01,9,Active_Noise,Straight,High Inside,-0.109,1.170,-19.604,0.087,1.111,-19.604,0.204,-0.097,1.165,-19.601,0.013,1.087,-19.558,0.142,Strike_PassedBall,Take
Sub_Test01,10,Active_Noise,Straight,High Inside,-0.097,1.151,-19.626,-0.196,0.971,-19.626,0.205,-0.100,1.163,-19.594,-0.185,1.055,-19.507,0.162,Strike,Take
Sub_Test01,11,Active_Noise,Straight,High Inside,-0.095,1.155,-19.624,0.125,1.246,-19.624,0.238,-0.089,1.149,-19.607,0.025,1.158,-19.541,0.132,Strike_PassedBall,Take
Sub_Test01,12,Active_Noise,Straight,High Inside,-0.087,1.159,-19.623,-0.236,1.321,-19.623,0.220,-0.079,1.147,-19.611,-0.242,1.232,-19.551,0.193,Ball,Take
Sub_Test01,13,Active_Noise,Straight,High Inside,-0.145,1.110,-19.645,-0.294,1.170,-19.645,0.160,-0.136,1.100,-19.572,-0.282,1.129,-19.524,0.156,Ball_PassedBall,Take
Sub_Test01,14,Active_Noise,Straight,Mid Inside,-0.155,1.094,-19.594,-0.163,0.965,-19.594,0.129,-0.142,1.109,-19.582,-0.177,1.091,-19.543,0.055,Strike,Take
Sub_Test01,15,Active_Noise,Straight,Mid Inside,-0.127,1.084,-19.589,-0.136,0.850,-19.589,0.234,-0.118,1.097,-19.587,-0.211,0.967,-19.504,0.180,Strike,Take
Sub_Test01,16,Active_Noise,Straight,Mid Inside,-0.111,1.068,-19.588,-0.058,1.147,-19.588,0.095,-0.110,1.071,-19.580,-0.098,1.132,-19.534,0.077,Strike,Take
